AIR TEMP,RELATIVE HUMIDITY,SOIL TEMP,WIND SPEED,WIND MAGNITUDE,WIND DIRECTION,WIND SD,RAD FLUX,PRECIP
62.3,53.7,54.1,12.6,12.3,340,12.5,706.1,0
65,45.1,56.7,10.8,10.2,345,19.4,769.7,0
67.4,40,59.5,8.6,7.9,357,23,679.4,0
68.5,37.7,61.8,11,10.4,344,18.8,642.4,0
68.8,36.6,63.5,11.6,11,342,18.4,488,0
67.9,38.6,64.3,12.1,11.7,346,13.2,329.2,0
67.6,38.7,63.9,8.3,7.7,357,21.3,241.4,0
65.4,41.1,62.9,10.3,10.1,345,12.1,88.4,0
57.9,58,61.5,7.3,7.2,344,6,0.6,0
51.7,71.2,59.9,4.9,4.9,339,5.7,0,0
47.9,79.8,58.2,4.3,4.3,337,4.4,0,0
45.7,82.2,56.7,2.5,2.5,338,10.8,0,0
43.7,84.3,55.3,2.5,2.5,334,8.8,0,0
41.8,89,53.9,3.6,3.6,324,7.7,0,0
41.8,88.4,52.7,4.8,4.8,316,6.1,0,0
41.2,88.5,51.6,5.5,5.5,320,5.1,0,0
40.3,90,50.6,5.8,5.8,319,6.5,0,0
39.3,91.3,49.7,5.8,5.7,325,5.1,0,0
38.2,93.2,49,5.3,5.3,327,6.7,0,0
42,89.8,48.2,6.3,6.1,332,10.4,102.3,0
49.8,75.1,47.9,6.1,5.9,354,14.1,278.3,0
56.3,59.5,48.4,4.1,3.7,26,27.7,436.3,0
60.1,42.9,50.6,4.7,3.9,30,33.3,586.6,0
62.6,36.5,53.7,4.4,3,353,46.2,712.9,0
64.2,33.9,57.2,6.1,5.1,2,32.6,782.6,0
65.8,30.7,60.6,6.4,5.4,3,31.9,806.7,0
67.1,28.3,63.6,6.9,5.9,358,31.1,780,0
68.3,25.1,66,6.8,5.7,356,33.1,704.3,0
68.8,21.9,67.8,6.3,5.1,5,35.6,582.9,0
69.5,20.8,68.7,5.3,4.5,6,30.3,430.1,0
69,20.2,68.6,4.4,3.5,13,35.4,257.2,0
67.4,24.2,67.2,2.1,1.9,32,26.2,88.7,0
61.5,30.2,65.3,3.9,3.8,50,13.8,0.7,0
58,33.9,63.4,4.7,4.4,63,20.5,0,0
52.7,45.7,61.5,3,2.3,95,39.6,0,0
49.4,53.3,59.9,1.8,1.5,124,32.5,0,0
49,52.7,58.4,2.6,2.5,99,20.8,0,0
47.1,56,57,2.5,2.4,126,20.1,0,0
46.2,58.4,55.7,1.3,1.2,146,26.2,0,0
44.3,63.4,54.5,1,0.9,176,30.6,0,0
43,67.1,53.5,1.8,1.5,227,33.8,0,0
41.6,71.6,52.5,1.9,1.6,42,34.9,0,0
43.3,67.1,51.6,2.8,2.4,62,27.6,0.1,0
45.6,67.9,50.8,3.2,3,76,19.5,99.2,0
54.4,59.3,50.5,5.3,4.9,111,23.3,268.4,0
61.6,38.3,50.9,9.2,8.9,137,14.1,438.9,0
65.1,32.2,52.9,11,10.7,140,13.8,587.2,0
68.2,28.6,55.7,11.6,11.3,149,13.4,701.8,0
70.5,26.2,58.9,12.3,11.8,150,16.3,770.6,0
72.5,25.8,62.1,11.5,10.9,153,18.3,793.8,0
73.7,25.5,65,11.5,11,168,16.6,764.5,0
74.4,25.2,67.6,9.6,9.3,177,15.3,690.6,0
75,25,69.5,10,9.6,175,16.8,569.2,0
74.9,25.5,70.5,10,9.5,166,17,415.5,0
73.9,27.5,70.4,9.5,9.3,167,10.7,244,0
69.9,34.4,69.1,8.3,8.2,154,8.8,79.9,0
62.7,43.3,67.4,6.2,6.1,138,10.8,0.1,0
59.8,44.9,65.5,7.5,7.4,133,10.1,0,0
56.9,48.1,63.8,7.4,7.3,140,10.8,0,0
53.7,53.9,62.3,6.6,6.5,145,9.1,0,0
50.8,59.6,60.8,5.9,5.9,155,6.5,0,0
48.2,65.9,59.6,5.8,5.7,158,5.2,0,0
48,67.1,58.4,5.8,5.8,167,9.7,0,0
48.1,71.3,57.4,4.5,4.2,183,20.1,0,0
48.4,71.1,56.6,6,5.9,162,7.8,0,0
48.4,72.5,55.9,6.8,6.6,169,11.5,0,0
50.2,69.5,55.3,7.2,7,175,10.5,0.5,0
52.6,64.8,54.9,8.3,8.2,169,10.2,31.7,0
55.6,58.7,54.8,9.6,9.5,174,8.7,35.6,0
58,55.4,54.9,12.5,12.2,178,11.4,69.2,0
59.5,59.6,55.1,12.2,11.8,194,14.8,122.9,0
63.2,59.3,55.7,13.6,13.3,207,11.5,478.9,0
67.9,54.3,57.7,15.8,15.5,204,11.4,615.8,0
70.3,52.1,60.2,15,14.7,200,11.6,465.5,0
74.1,46.3,62.3,14.1,12.8,191,24.5,604.6,0
76.4,39.8,64.6,8.8,7.9,286,25.9,646.7,0
77.2,35.4,66.8,9.7,9.2,296,19.2,556.7,0
77.5,35.1,68.5,7.6,6.6,307,29.4,436.4,0
77,36,69.2,5.7,5.3,292,22.3,205.5,0
74,41.3,68.5,4.2,4,332,15.7,23.8,0
68.4,53.4,67.4,2,1,152,58.1,0.1,0
64.1,63.9,66,5.4,5.1,174,17,0,0
62.6,70.6,64.7,8.6,8.5,176,9.6,0,0
61.5,73.7,63.6,4.2,3.9,164,19.5,0,0
61.1,75.9,62.7,2.9,2.7,119,18.5,0,0
59.7,76.6,62,5,4.9,154,11.8,0,0
57.4,82.8,61.2,4.6,4.5,156,8,0,0
55.7,85.1,60.5,4.8,4.5,121,19,0,0
53.8,89.2,59.7,5.2,5.1,137,13.3,0,0
52.7,91.6,58.9,4,3.3,134,34.6,0,0
54.9,89.2,58.2,5.7,5.4,197,15.7,0,0
56.2,91.5,57.7,4.8,4.7,189,8.7,18.4,0.01
60.9,82.9,57.6,9,8.8,195,10.2,177.4,0
65.1,70,58,13.9,13.6,213,10.8,250.6,0
67.3,64.8,58.8,11.3,11,225,12.2,356.1,0
72.7,55.1,60.2,12.2,12,217,11.3,624.4,0
77.2,45.8,62.8,11.5,11.1,204,15.2,760.2,0
80.2,39.1,66.1,11.9,11.4,193,15,779.2,0
82.7,33.4,69.3,13.3,12.8,196,15.5,747.3,0
84.4,29.1,71.9,14.7,14.2,197,13.6,681.1,0
85.2,27.4,73.6,15.4,15.2,194,11.1,566.6,0
85.1,27.5,74.5,15.3,15.1,195,10.9,418.2,0
82.7,32,74.4,17.1,16.8,183,10.2,212.9,0
77.2,42,73.2,13.7,13.5,175,8.7,25.3,0
73.9,50.2,71.7,11.9,11.8,172,7.8,0,0
71.1,56.6,70.2,12.5,12.4,177,7.8,0,0
69.1,60.2,68.7,12.9,12.8,182,7.1,0,0
66.9,62.8,67.4,12.7,12.6,185,7,0,0
65.1,66.8,66.2,10.8,10.8,185,6.9,0,0
61.9,73.3,65.1,8.6,8.5,182,6.4,0,0
59.5,78.2,64.1,8.2,8.1,184,8.3,0,0
57.9,81.3,63.1,6.9,6.8,188,7.4,0,0
55.5,85.7,62.1,4.1,2.2,186,55.5,0,0
53.9,89.3,61.2,5.1,3.7,136,43.5,0,0
52.6,92.8,60.3,3.9,3,131,40.2,1.5,0
56,89.9,59.5,4.1,3.8,120,21.5,93.2,0
61.6,79.5,59.1,11.1,9.7,195,27.9,198.6,0
65.9,67.4,59.4,7.8,7.6,220,12.6,338.7,0
74.4,46.4,60.7,7.7,7.4,236,15.7,576.4,0
80.3,33.9,63.4,8.2,7.6,211,20.6,699.2,0
84.2,27.9,66.8,9.2,8.9,210,16,768,0
87.3,22.7,70.3,9.8,9.4,208,17.4,792.1,0
89.5,19.5,73.3,12.1,11.4,217,19.1,750.8,0
90.3,17.8,75.7,11.9,11.2,231,19.7,682,0
89.7,18.8,77.2,10.9,10.4,234,17.1,497.7,0
88.8,19.2,77.7,8.9,8.4,247,18.9,327.1,0
83.8,25.4,77.3,7,6.8,238,12.8,131.7,0
80.5,31.7,75.8,5.6,5.5,247,13.7,69.7,0
78.6,39.2,74.3,11.4,10.8,345,19.3,3.2,0
73.6,47.1,72.7,18.9,18.6,350,10,0,0
68.8,48.2,71.2,16,15.7,351,10.2,0,0
66.7,58.3,69.7,12.2,11.5,356,18.9,0,0
65.6,60.6,68.5,11.9,11.5,30,15.9,0,0
61.7,65,67.4,12.2,11.6,31,17.1,0,0.01
59.4,62.3,66,12.7,12.3,35,15.9,0,0
58.7,63.3,64.6,11.5,11.1,36,16.7,0,0
58.4,66.9,63.5,11.9,11.3,40,17.2,0,0
57.6,65.3,62.6,11.2,10.7,39,16.2,0,0
57.3,64.6,61.9,12.4,11.9,49,15.9,0,0
56.3,65.4,61.3,13.3,12.9,49,14.1,14.9,0
56.6,64.1,60.9,14.4,13.8,42,16.7,172.4,0
56.6,64.2,60.8,13.6,12.9,59,17.9,58.1,0
55.6,76.8,60.6,11.6,11.2,55,14.1,87,0
54.9,81,60.3,8.4,8,46,17.9,29.9,0.03
53.1,95.1,59.9,7.3,6.9,39,18.5,103,0.25
52.9,97.6,59.7,8.1,7.7,40,18.1,36.6,0.08
54,95,59.4,10.6,10.4,54,12.7,59,0.01
54.7,94.8,59.2,12.4,12.1,53,13,171.5,0
55.8,94.4,59.4,10.6,10.1,47,16.6,157,0
56.7,94.7,59.7,9.3,8.9,40,16.8,88.7,0
56.1,96.2,59.8,10.2,9.7,45,17.3,8.6,0
55.8,96.2,59.5,12.6,12.3,54,12.5,12.6,0
55.4,96.8,59.1,11,10.8,57,11.3,0,0
55.2,98.8,58.7,6.9,6.7,55,11.7,0,0
55.4,100,58.4,6,5.8,52,13.3,0,0
55.5,100,58.2,5.5,5.2,47,16.8,0,0
55.7,100,58,5.5,5.4,56,11.4,0,0
55.9,100,57.9,4.6,4.3,67,20.6,0,0.01
56.1,100,57.8,3.9,3.4,85,29.8,0,0.02
56.4,100,57.7,2.9,1.9,233,47.5,0,0
56.7,100,57.6,2.3,2.1,268,18.8,0,0
57,100,57.5,1.9,1.5,290,36.8,0,0
56.8,100,57.5,2.2,2,74,25.8,0,0
57.5,100,57.4,3.3,3,73,22.4,36.8,0
58.8,100,57.6,4.3,4.1,88,18.4,84.7,0
61.3,100,58.2,6.1,5.6,114,23.5,214.9,0
63.7,91.2,59.2,6.3,6,124,19.1,237.6,0
67.7,83,60.5,8.3,7.8,133,18.8,432.3,0
70.5,72.1,62.2,13.2,12.9,156,13.2,462.3,0.01
72,63.3,63.7,15.8,15.6,161,9.7,508.9,0
71.8,62.3,64.8,16.7,16.5,160,10.1,443.4,0
72.9,57.8,65.4,16.6,16.2,148,12.2,504,0
72.6,54.1,66,17.7,17.4,150,11.1,423.8,0
71.7,52.1,66.1,16.8,16.5,148,11.4,204.1,0
69.6,55.9,65.6,14.4,14.1,145,10.4,61.2,0
67.6,62.2,64.6,8.6,8.5,138,10.4,5.4,0
64.9,73.5,63.7,7.8,7.6,139,13.5,0,0
61.3,84.1,62.9,11.9,11.8,182,9,0,0
59.1,93,62.2,7.9,7.7,163,12.1,0,0
59.4,92.2,61.5,7.9,7.8,145,10.1,0,0
60.4,89.8,61,11.5,11.3,149,10.9,0,0
60.6,91,60.6,13.4,13.2,147,11.3,0,0.02
60.1,95.5,60.3,12.6,12.4,144,11.2,0,0
60.6,95.9,60,13.9,13.7,152,9.7,0,0
60.5,95.1,59.8,12.5,12.3,147,10.7,0,0
60.2,95.2,59.7,11.3,11.1,142,11.1,0,0
59.4,98,59.5,9.8,9.6,147,10.4,0,0.01
59.4,99.5,59.4,9.8,9.7,156,9.3,14.8,0.02
60,97.7,59.4,13,12.9,166,8.9,49.5,0
60.1,97.5,59.5,14.7,14.6,163,8.9,55.3,0.02
62.2,92.1,59.7,18.3,18.1,168,8.7,270.6,0
62.3,89.9,60.5,18.9,18.6,170,9.7,142.2,0
61.1,97.2,60.9,16.3,16,158,10.1,84.4,0.01
62.9,96.1,61.1,17.5,17.2,161,8.8,149.7,0
66.5,88.8,61.4,19.6,19.4,156,9.1,291.8,0
66.5,87,62.2,20.2,19.8,157,9.9,71.6,0
64.3,93.5,62.4,14.7,14.4,142,11.7,0,0.1
63.4,93.7,62.1,16.3,15.6,141,16.6,0,0.13
59,94.4,61.7,16.2,15.9,152,10.9,0,0.04
58.3,94.9,61.1,12.8,12.5,137,12.1,0.5,0.06
58.9,96.3,60.4,12.2,11.9,134,12.6,2.6,0
59.7,97.6,59.9,12.9,12.6,149,12.5,0,0.03
60.2,97.4,59.6,14.3,13.9,144,13.6,0,0.03
59.3,99,59.5,7,2.2,152,67.1,0,0.721
59.1,98.8,59.3,17.4,15.8,206,25,0,1.681
61.3,98.7,59,15.7,15.4,179,11.1,0,0.05
61.5,96.1,58.8,19.4,19.2,186,7.8,0,0
62.1,95.8,58.6,18.9,18.6,179,9,0,0.01
61.7,94.7,58.5,16.3,16,189,9.7,0,0
62,95.8,58.5,16,15.8,205,10.1,0,0
61.9,94.6,58.4,13.4,13.2,231,10.7,11.9,0
61.1,91.1,58.4,10.7,10.3,253,17.1,87.3,0
62.1,89.3,58.6,11,10.5,233,16.9,280.7,0
63.5,84.5,58.9,11.9,11.2,262,19.6,446.3,0
64.6,83.2,59.9,12.8,12.4,288,14.3,567.9,0
64.5,82.7,61.7,12.5,12.1,297,13.8,436.4,0
64.7,80.5,63.4,12.5,12.3,300,12,573.6,0
66.5,75.1,65.1,10.8,10.2,292,18.7,700,0
67.7,72.8,66.9,11.3,10.8,319,15.9,732.7,0
67.9,70.7,68.5,10.3,9.9,319,16.2,540.6,0
68,68.9,69.4,11,10.8,320,12.2,526.2,0
67,69.5,69.8,11.8,11.6,330,12.1,365.7,0
64.8,71.4,69.4,10,9.9,341,9.9,127.4,0
63.1,73.6,68.2,12.2,12.1,343,8.1,101.1,0
59.6,80.8,66.8,13.9,13.8,345,7.2,6.9,0
57.6,84,65.2,12.7,12.6,344,7.4,0,0
56.3,83.5,63.7,14.6,14.5,342,7.7,0,0
54.9,83.9,62.4,13.5,13.4,343,8,0,0
53.3,85.3,61.2,13.2,12.9,354,11.7,0,0
52.2,84.8,60.2,11.6,11.5,352,10,0,0
50.8,83.5,59.3,9,8.5,357,19.3,0,0
49,88.7,58.5,7.3,7,354,13.8,0,0
48,92.1,57.6,5.7,5.5,352,14.7,0,0
47.8,91,56.9,6.3,5.7,5,24.9,0,0
47.7,91.3,56.4,5.6,5.3,32,18.8,0.3,0
48.7,89.2,56,6.5,6,36,21.6,44.7,0
49.5,87,55.9,6.4,5.8,11,25.5,85.6,0
50.2,86.6,56.1,6.2,5.6,14,25.4,108.4,0
51,85.8,56.4,7.5,6.9,2,22.1,166.1,0
53.4,80.9,56.9,6.5,5.8,20,26.5,329.4,0
56.8,75.5,58.1,8.1,7.1,22,28.6,605.4,0
59,72.4,60.2,7.5,6.7,32,27.4,676.8,0
60.3,70.4,62.7,9.3,8.8,51,19.4,730.1,0
60.5,70.2,64.8,8.4,7.9,62,20.3,458.9,0
60.7,69.5,65.6,8.3,7.8,61,20.4,451.6,0
60.7,69.8,65.8,8.1,7.6,63,20.4,320.7,0
59.6,71.3,65.6,8.6,8,62,20.6,164.9,0
58.5,74.4,64.7,7.8,7.2,63,21.9,58.6,0
56.8,81.5,63.6,6.9,6.5,85,20.6,0,0
55.1,85.9,62.5,6.9,6.6,98,16.5,0,0
52.8,89.7,61.4,6.9,6.6,95,17.9,0,0
51.8,92.4,60.4,5.7,5.3,88,19.6,0,0
52.8,90.1,59.5,5.1,4.7,65,22,0,0
53.2,91,59,6.6,6.3,57,14.7,0,0
53,92.7,58.5,6.6,6.4,54,13.4,0,0
52.6,94,58.1,7.8,7.7,55,10.7,0,0
52.4,93.7,57.7,7.8,7.7,56,11.2,0,0
51.7,97.1,57.4,8.4,8.2,54,12.3,0,0.05
50.3,95.6,57,10.8,10.6,56,10.9,0.2,0.04
50.3,95.1,56.7,11.7,11.5,56,10.8,24.8,0
50.6,91.9,56.4,13.6,13.3,57,11,85,0
52.3,87,56.5,13.5,12.9,58,17.4,244.5,0
52.8,85.6,56.9,10.4,9.8,61,18.7,87.7,0
53.5,85.4,57.1,9.5,8.7,64,23.1,156.4,0
54.4,86.7,57.4,9.5,8.8,68,22.3,152,0
55.4,88.6,57.8,10,9.4,60,19.9,148.4,0
56.7,89.8,58.1,9.7,9.1,61,20,115.5,0
57.6,91.7,58.4,13.2,12.8,57,13.8,95.6,0
58.8,91.3,58.6,10.7,9.7,73,24.3,72.8,0
61,87,58.7,12.1,11.1,64,22.8,112.1,0
61.8,87,59,11.8,11.2,58,18.6,18.8,0
62.2,87.6,59.1,8.9,8.2,67,23.1,10.7,0
61.8,90.2,59.1,7.8,7.4,90,20.2,0,0
61.7,93.6,59.1,7.1,6.8,100,16.5,0,0
62.4,93.3,59.1,8.9,8.5,114,17.2,0,0
61.8,96.4,59.1,9.2,8.7,119,18.4,0,0.01
62,96.9,59.1,12.6,12.3,135,12.7,0,0
61.9,96.9,59.2,16.2,15.8,145,12.7,0,0.05
58.3,89.3,59.2,11.7,11.4,160,13.4,0,0
57,91.2,58.8,12,11.9,164,7.8,0,0
56.2,95.3,58.1,8.6,8.4,149,12,0,0
57.8,99.6,57.6,11.1,10.9,153,13.1,0,0
58.7,100,57.5,14.7,14.5,175,9.5,2.1,0
59.5,97.3,57.6,13.8,13.6,183,8.2,94.7,0
61.6,88.6,57.7,17.6,17.4,183,9.2,253.4,0
61.4,81.4,58.2,16.3,15.8,205,14.7,399.5,0
59.5,76.6,59.3,13.8,13.3,240,15.8,508.4,0
57.2,76.3,60.7,12.7,12.3,233,14.5,660.5,0
58.7,73.6,62.3,12.3,11.8,235,17,698.3,0
59.4,71.8,64,13.6,13,244,15.8,658.8,0
59.6,69.6,65.2,14.7,14.1,246,15.9,749.1,0
58.7,66.5,66,14.5,13.9,247,16.8,579.9,0
58.3,62.9,66.3,15.2,14.5,251,17.3,511.4,0
55,63.9,65.9,13.5,12.7,262,19.5,310.9,0
52.4,65.7,64.8,13.3,12.6,272,17.6,168.2,0
49.7,67,63.2,15.2,14.8,284,12.7,31.4,0
47,69,61.5,16.5,16.2,288,10.5,0,0
45.7,70.7,59.8,16.6,16.3,300,10,0,0
44.7,71.4,58.3,16.9,16.6,298,10.6,0,0
41.6,74.9,56.9,16.2,16,298,9.4,0,0
39.8,75.7,55.5,15.9,15.7,297,10,0,0
39.1,76.6,54.1,18,17.8,300,9.6,0,0
39.6,75.6,52.9,16.6,16.3,302,10.5,0,0
39.2,75.8,51.9,15.3,15.1,306,9.2,0,0
39.9,74.2,51,15.8,15.5,301,10.1,0,0
39.9,73.5,50.3,14.9,14.6,296,12.6,0,0
39,76,49.7,12.5,12.3,293,10,5.2,0
40.9,74.9,49,14.2,13.9,298,11,124.1,0
43.9,69.1,48.8,20,19.7,304,10.9,253.4,0
45.6,65.1,49.2,21.2,20.8,302,10.5,309.1,0
46.5,63.7,50.2,20.5,20.2,301,10.6,312.4,0
48.6,60.1,51.3,20.1,19.8,299,11.2,363.5,0
50.9,55.5,52.4,21.8,21.3,302,11.6,443.8,0
51.7,54.6,53.5,21.1,20.7,304,10.4,420.2,0
53.7,51.6,54.4,22.2,21.8,308,10.6,567.9,0
52.9,52.4,55.6,21.3,21,305,10.5,355.6,0
53,52.1,56.4,20.9,20.6,308,10.1,362.7,0
52.6,53.3,56.8,20.7,20.4,314,10,200.7,0
51.6,55.5,56.7,20.2,19.9,325,9.3,122.6,0
50.1,57.2,56.1,17.6,17.5,330,8,85.7,0
48.1,61.5,55.2,11,10.8,313,9.6,6.5,0
43.9,72.8,54.2,5.8,5.5,298,17.5,0,0
38.2,86.9,53.1,4,3.9,227,17.2,0,0
37.2,88.6,52.1,4.5,4.4,242,11.7,0,0
37,88.6,51.2,4.8,4.5,262,19.9,0,0
40,78.7,50.3,6.4,6.3,288,10.5,0,0
37.3,84.5,49.6,5.6,5.3,249,17.5,0,0
35.1,90.8,48.9,6.5,6.4,246,10.3,0,0
34.8,90.3,48.2,5.6,5.4,252,15.8,0,0
35.5,85.8,47.6,5.4,5.2,256,15.8,0,0
33.4,90.7,47,3.3,3.1,257,17.2,6.3,0
38.2,84.7,46.6,5.9,5.8,234,9.7,137.9,0
46.2,72.6,46.4,9.6,9.5,239,8.5,298.9,0
53.2,58.7,47.1,8.3,8.1,225,12.4,448,0
58.6,44.5,49.3,10.3,9.8,206,17.8,599.2,0
61.6,37.9,52.7,12.2,11.8,190,13.5,676.8,0
63.8,35.5,56.3,14.3,14,182,12,762.8,0
65.9,30.3,59.6,16,15.5,176,13.5,800.7,0
67.5,29.5,62.4,17.1,16.8,170,11.3,783.5,0
68.3,30.7,64.7,18.5,18.1,173,11.4,714.7,0
68.4,30.9,66.3,19.3,19,169,10.3,601.6,0
68.2,31.3,67.1,19.2,18.9,170,11.1,444,0
67.1,34.1,66.8,17.4,17.2,167,8.6,271.3,0
64.5,38.6,65.5,16.3,16.2,163,7.8,106.7,0
59.8,46.6,64,11.7,11.6,154,7.6,2.6,0
54.9,58.1,62.3,8.4,8.3,152,7.1,0,0
52.1,67.1,60.7,7.5,7.4,146,9.3,0,0
50.6,69.7,59.3,8.5,8.3,146,10.7,0,0
49.4,72.7,58.1,9.4,9.2,147,12.2,0,0
49,74.9,56.9,9.8,9.7,144,10.4,0,0
47.9,78.6,55.9,9.4,9.3,150,9,0,0
47.2,80.7,55,10.6,10.5,155,7.4,0,0
47.6,79.5,54.2,10.2,10,149,10.5,0,0
45.9,84.4,53.6,8.2,8,137,11.3,0,0
45.9,85.9,53,9.3,9.1,142,10.5,7,0
49.3,79.3,52.5,13.1,12.9,151,10.5,136.8,0
54.4,69.6,52.4,17.8,17.6,162,8.7,281.7,0
59.5,59.5,52.9,22,21.8,167,8.5,448.9,0
63,53.4,54.5,22.3,22,168,9.6,549.5,0
64.8,52.3,56.9,21.3,21.1,167,9.7,510.5,0
68.6,49.8,59.1,21.3,20.9,168,10.4,688.9,0
69.4,52,61.8,19.7,19.4,168,9.8,559.9,0
69.8,55.2,63.8,19.8,19.5,167,10.2,475.6,0
67.4,60.9,65,19.1,18.8,167,8.9,240.1,0
65.9,63.7,65.2,17.7,17.5,159,9,189.8,0
63,70,64.9,16.2,16,160,9.4,99.2,0
59.5,78.9,64.1,12.2,12,145,10.9,51.1,0
56.1,87.4,63.1,12.5,12.2,138,11.5,4.8,0.03
53.5,97.5,61.8,10.6,10.3,135,13.1,0,0.1
52.8,99.7,60.6,8,7.7,130,16.8,0,0.15
53,100,59.6,8.1,7.6,121,20.9,0,0.09
53,100,58.8,8.5,8,125,19.4,0,0.08
52.9,100,58.2,9.3,8.9,130,17,0,0.12
52.7,100,57.7,7.5,7.1,129,17.3,0,0.14
52.6,100,57.3,5.2,4.8,126,20.1,0,0.09
52.7,100,56.9,4.7,4.4,128,19.6,0,0.04
53,100,56.6,6.6,6.4,135,13,0,0.01
53.3,100,56.4,5.9,5.8,139,10.5,0,0
53.9,100,56.2,6.1,6,158,10,0,0
54.7,100,56.2,7.3,7.2,180,10.7,12.9,0
55.5,100,56.2,7.2,6.9,204,17,42.9,0
56.2,98.5,56.5,6.2,5.9,247,17.4,68.6,0
58.5,90.9,56.9,4.1,3.6,273,26.5,281.7,0
60.7,84.2,58.1,6.1,5.6,251,23.3,280.4,0
62.3,80.3,59.5,5.9,5.5,248,21.5,364.1,0
63,79.1,60.8,7.3,6.9,247,18,272.5,0
63.7,78.1,61.8,7.5,7.2,244,18,348.6,0
65.4,75.2,62.7,8,7.6,248,18.8,341.9,0
67.5,72.4,63.6,7,6.6,247,19,413.3,0
69.9,68.2,64.5,8.4,8.1,233,16.8,423.4,0
70,68.8,65.2,7.5,7.1,213,18.7,220.3,0
69.1,75.2,64.9,5.2,5,178,16.2,101.6,0
64.9,86.7,64.4,5.8,5.8,152,8.6,4,0
61.3,92.5,63.6,5,5,142,10.4,0,0
59.2,95.9,62.6,5.5,5.4,148,9.5,0,0
58.4,96.7,61.6,7.5,7.5,165,6.9,0,0
58,97,60.8,6.9,6.8,162,7,0,0
57.2,97.7,60.1,6.7,6.6,162,6.4,0,0
55.5,99.4,59.5,5.1,5.1,158,6.2,0,0
55.5,100,58.8,4.8,4.6,131,14.7,0,0
56.5,99.7,58.4,4.6,4.4,129,15.9,0,0
57.3,98.9,58,4.8,4.7,136,12.6,0,0
58.7,98.5,57.9,7.9,7.5,169,19.5,0,0
60,91.6,57.8,8.3,7.9,178,17.2,0,0.04
60.1,87,57.9,8,6.9,176,29.3,15.4,0.02
63.1,84.1,58,7.8,7.5,147,16.4,155.7,0
66.5,81.7,58.7,13.4,13.3,157,9.5,419,0.01
68.3,81.1,60.3,7.6,7.2,140,17.9,454.4,0
69.9,77,62.3,9.1,8.6,128,18.3,415.1,0
70.8,77.2,64.1,10.5,10,128,18.8,656.2,0
72.1,78.7,66.1,9.7,9.3,138,15.6,621.8,0
73.1,75.2,67.9,9.2,8.8,133,17.5,514.5,0
74,71.6,69.2,11.9,11.5,136,15.2,568.6,0
73.3,70.9,69.9,14.3,13.7,131,15.9,388.4,0
71.3,76.8,69.7,13,12.4,130,17.1,236,0
68.3,83.4,68.5,11.5,11,129,16.9,93.2,0
65.7,87.8,67.2,8.4,8,127,18.6,3.1,0
63.5,93.1,66.1,9.6,9.1,129,17.6,0,0
62.3,97,65,8.9,8.5,130,16.8,0,0
62.3,98.5,64.1,11.6,11.4,135,11.6,0,0
63.5,96,63.4,13.8,13.6,140,11.1,0,0
64.3,94.3,62.9,13.6,13.4,155,8.9,0,0
64.7,95.2,62.5,14.6,14.5,161,7.7,0,0
64.6,96.4,62.2,14.4,14.2,165,11.1,0,0
63.4,90.3,62.1,9.4,7.1,240,40,0,0.39
58.8,100,61.9,3.5,1,45,68.7,0,0.1
60.2,100,61.5,8,6.8,129,31.8,2.4,0
63.6,97.6,61.2,15.6,15.4,169,9.5,11.5,0
62.6,90.9,61.2,20,19.7,185,9.1,66.1,0
63.3,87.5,61.3,13.2,12.8,186,13.5,269.7,0
66.3,79.4,62.1,14.5,14.3,162,9.4,316.8,0
68.4,74,63.3,18.8,18.5,176,10.3,525.4,0
69,72.3,64.8,18.3,18.1,181,9.2,370.9,0
67.7,76.1,65.6,17.1,17,183,8.3,328.9,0
69.4,76.5,66.1,15.2,15,185,9.3,301.4,0
67.6,75,66.6,19.6,19.3,175,11,134,0
64.1,81,66.3,21.3,20.9,157,10.8,111.6,0
64.6,81.5,65.5,13.8,13.6,153,9.8,192,0
66.5,73,65.2,13.5,13.3,154,9.7,202.6,0
63.8,78.5,64.9,14.9,14.5,166,11.8,42.7,0
61.2,87.4,64.3,13.4,13.2,176,9.4,0.1,0
60.1,90.6,63.4,15.2,15,175,9.9,0,0
59.3,94.2,62.7,13.4,13.3,171,9.1,0,0
57.4,95,62.1,9.6,9.3,176,15.4,0,0
55.1,94.1,61.3,5.5,5.3,106,16.7,0,0
54.4,96.9,60.5,7.1,6.9,142,14.5,0,0
55.2,98.2,59.7,11.4,11.2,137,10.7,0,0
54.9,99.3,59.2,14.9,14.7,162,9.4,0,0
54.6,99.8,58.7,9.6,9.3,189,15.6,0,0
54.1,100,58.5,4.8,4.2,249,27.8,0,0
54.4,100,58.3,3,2.4,326,37.2,1.4,0.01
54.9,100,58.3,3.3,2.2,344,46.5,28.9,0
56.7,100,58.4,3.5,3.2,270,25.4,172.5,0
59.6,91,59.1,7.4,7,245,18.6,402.9,0
61.2,84.6,60.5,12.8,12.5,240,13.5,530.8,0
67.3,70.6,62.3,14.5,13.9,245,16.7,722.4,0
72.4,53.6,64.8,15.4,14.6,286,18.5,787.8,0
73.9,48.8,67,15.4,14.8,289,16.5,737,0
75.5,46.3,68.8,10.8,10.2,278,19.1,663.1,0
76.6,44.7,70.3,10,9.3,258,21.4,671.7,0
76.2,43.8,71.2,8.3,7.8,259,20.2,373.8,0
76.4,40.7,71.3,8.6,7.6,273,26.5,336,0
